roleDefinitionId,roleName
48b40c6e-82e0-4eb3-90d5-19e40f49b624,Hybrid Server Resource Administrator
a41e2c5b-bd99-4a07-88f4-9bf657a760b8,Integration Service Environment Contributor
c7aa55d3-1abb-444a-a5ca-5e51e485d6ec,Integration Service Environment Developer
03a6d094-3444-4b3d-88af-7477090a9e5e,Intelligent Systems Account Contributor
4fc6c259-987e-4a07-842e-c321cc9d413f,IoT Hub Data Contributor
b447c946-2db7-41ec-983d-d8bf3b1c77e3,IoT Hub Data Reader
4ea46cd5-c1b2-4a8e-910b-273211f9ce47,IoT Hub Registry Contributor
494bdba2-168f-4f31-a0a1-191d2f7c028c,IoT Hub Twin Contributor
00482a5a-887f-4fb3-b363-3b7fe8e74483,Key Vault Administrator
db79e9a7-68ee-4b58-9aeb-b90e7c24fcba,Key Vault Certificate User
a4417e6f-fecd-4de8-b567-7b0420556985,Key Vault Certificates Officer
f25e0fa2-a7c8-4377-a976-54943a77a395,Key Vault Contributor
14b46e9e-c2b7-41b4-b07b-48a6ebf60603,Key Vault Crypto Officer
e147488a-f6f5-4113-8e2d-b22465e65bf6,Key Vault Crypto Service Encryption User
08bbd89e-9f13-488c-ac41-acfcb10c90ab,Key Vault Crypto Service Release User
12338af0-0e69-4776-bea7-57ae8d297424,Key Vault Crypto User
8b54135c-b56d-4d72-a534-26097cfdc8d8,Key Vault Data Access Administrator
21090545-7ca7-4776-b22c-e363652d74d2,Key Vault Reader
b86a8fe4-44ce-4948-aee5-eccb2c155cd7,Key Vault Secrets Officer
4633458b-17de-408a-b874-0445c86b69e6,Key Vault Secrets User
34e09817-6cbe-4d01-b1a2-e0eac5743d41,Kubernetes Cluster - Azure Arc Onboarding
85cb6faf-e071-4c9b-8136-154b5a04f717,Kubernetes Extension Contributor
ce40b423-cede-4313-a93f-9b28290b72e1,Lab Assistant
5daaa2af-1fe8-407c-9122-bba179798270,Lab Contributor
b97fb8bc-a8b2-4522-a38b-dd33c7e65ead,Lab Creator
a36e6959-b6be-4b12-8e9f-ef4b474d304d,Lab Operator
f69b8690-cc87-41d6-b77a-a4bc3c0a966f,Lab Services Contributor
2a5c394f-5eb7-4d4f-9c8e-e8eae39faebc,Lab Services Reader
749a398d-560b-491b-bb21-08924219302e,Load Test Contributor
45bb0b16-2f0c-4e78-afaa-a07599b003f6,Load Test Owner
3ae3fb29-0000-4ccd-bf80-542e7b26e081,Load Test Reader
28bf596f-4eb7-45ce-b5bc-6cf482fec137,Locks Contributor
92aaf0da-9dab-42b6-94a3-d43ce8d16293,Log Analytics Contributor
3b03c2da-16b3-4a49-8834-0f8130efdd3b,Log Analytics Data Reader
73c42c96-874c-492b-b04d-ab87d138a893,Log Analytics Reader
87a39d53-fc1b-424a-814c-f7e04687dc9e,Logic App Contributor
515c2055-d9d4-4321-b1b9-bd0c9a0f79fe,Logic App Operator
ad710c24-b039-4e85-a019-deb4a06e8570,Logic Apps Standard Contributor (Preview)
523776ba-4eb2-4600-a3c8-f2dc93da4bdb,Logic Apps Standard Developer (Preview)
b70c96e9-66fe-4c09-b6e7-c98e69c98555,Logic Apps Standard Operator (Preview)
4accf36b-2c05-432f-91c8-5c532dff4c73,Logic Apps Standard Reader (Preview)
641177b8-a67a-45b9-a033-47bc880bb21e,Managed Application Contributor Role
c7393b34-138c-406f-901b-d8cf2b17e6ae,Managed Application Operator Role
b9331d33-8a36-4f8c-b097-4f54124fdb44,Managed Application Publisher Operator
18500a29-7fe2-46b2-a342-b16a415e101d,Managed HSM contributor
e40ec5ca-96e0-45a2-b4ff-59039f2c2b59,Managed Identity Contributor
f1a07417-d97a-45cb-824c-7a7467783830,Managed Identity Operator
91c1777a-f3dc-4fae-b103-61d183457e46,Managed Services Registration assignment Delete Role
5d58bcaf-24a5-4b20-bdb6-eed9f69fbe4c,Management Group Contributor
ac63b705-f282-497d-ac71-919bf39d939d,Management Group Reader
f4c81013-99ee-4d62-a7ee-b3f1f648599a,Microsoft Sentinel Automation Contributor
ab8e14d6-4a74-4a29-9ba8-549422addade,Microsoft Sentinel Contributor
51d6186e-6489-4900-b93f-92e23144cca5,Microsoft Sentinel Playbook Operator
8d289c81-5878-46d4-8554-54e1e3d8b5cb,Microsoft Sentinel Reader
3e150937-b8fe-4cfb-8069-0eaf05ecd056,Microsoft Sentinel Responder
5d5dddae-e124-4753-972d-aae60b37deb4,Migrate Arc Discovery Reader - Preview
749f88d5-cbae-40b8-bcfc-e573ddc772fa,Monitoring Contributor
3913510d-42f4-4e42-8a64-420c390055eb,Monitoring Metrics Publisher
47be4a87-7950-4631-9daf-b664a405f074,Monitoring Policy Contributor
43d0d8ad-25c7-4714-9337-8ba259a9fe05,Monitoring Reader
4d97b98b-1d4f-4787-a291-c67834d212e7,Network Contributor
5d28c62d-5b37-4476-8438-e587778df237,New Relic APM Account Contributor
8e3af657-a8ff-443c-a75c-2fe8c4bcb635,Owner
78cf819f-0969-4ebe-8759-015c6efcd5bf,Playwright Workspace Contributor
45265627-32f7-4da4-9ab0-b1cb0e9ec70b,Playwright Workspace Owner
19d36063-d00b-4ea5-a1ac-a7c4926a0b78,Playwright Workspace Reader
66bb4e9e-b016-4a94-8249-4c0511c2be84,Policy Insights Data Writer (Preview)
c088a766-074b-43ba-90d4-1fb21feae531,PostgreSQL Flexible Server Long Term Retention Backup Role
b12aa53e-6015-4669-85d0-8515ebb3ae7f,Private DNS Zone Contributor
c1410b24-3e69-4857-8f86-4d0a2e603250,Quantum Workspace Data Contributor
0e5f05e5-9ab9-446b-b98d-1e2157c94125,Quota Request Operator
acdd72a7-3385-48ef-bd42-f606fba81ae7,Reader
c12c1c16-33a1-487b-954d-41c89c60f349,Reader and Data Access
e0f68234-74aa-48ed-b826-c38b57376e17,Redis Cache Contributor
f7b75c60-3036-4b75-91c3-6b41c27c1689,Reservation Purchaser
a8889054-8d42-49c9-bc1c-52486c10e7cd,Reservations Administrator
582fc458-8989-419f-a480-75249bc5db7e,Reservations Reader
36243c78-bf99-498c-9df9-86d9f8d28608,Resource Policy Contributor
f58310d9-a9f6-439a-9e8d-f62e7b41a168,Role Based Access Control Administrator
3d24a3a0-c154-4f6f-a5ed-adc8e01ddb74,Savings plan Purchaser
cd08ab90-6b14-449c-ad9a-8f8e549482c6,Scheduled Patching Contributor
188a0f2f-5c9e-469b-ae67-2aa5ce574b94,Scheduler Job Collections Contributor
5dffeca3-4936-4216-b2bc-10343a5abb25,Schema Registry Contributor
2c56ea50-c6b3-40a6-83c0-9d98858bc7d2,Schema Registry Reader
8ebe5a00-799e-43f5-93ac-243d3dce84a7,Search Index Data Contributor
1407120a-92aa-4202-b7e9-c0e197c71c8f,Search Index Data Reader
7ca78c08-252a-4471-8644-bb5ff32d4ba0,Search Service Contributor
fb1c8493-542b-48eb-b624-b4c8fea62acd,Security Admin
612c2aa1-cb24-443b-ac28-3ab7272de6f5,Security Assessment Contributor
e3d13bf0-dd5a-482e-ba6b-9b8433878d10,Security Manager (Legacy)
39bc4728-0917-49c7-9d2c-d95423bc2eb4,Security Reader
6c74a7c5-4a87-40f9-bb03-61e49aecbc78,Semantic Reranker User
b6efc156-f0da-4e90-a50a-8c000140b017,Service Fabric Cluster Contributor
83f80186-3729-438c-ad2d-39e94d718838,Service Fabric Managed Cluster Contributor
4e50c84c-c78e-4e37-b47e-e60ffea0a775,Service Group Administrator
32e6a4ec-6095-4e37-b54b-12aa350ba81f,Service Group Contributor
de754d53-652d-4c75-a67f-1e48d8b49c97,Service Group Reader
1a928ab0-1fee-43cf-9266-f9d8c22a8ddb,Service Health Security Reader
82200a5b-e217-47a5-b665-6d8765ee745b,Services Hub Operator
04165923-9d83-45d5-8227-78b77b0a687e,SignalR AccessKey Reader
420fcaa2-552c-430f-98ca-3264be4806c7,SignalR App Server
fd53cd77-2268-407a-8f46-7e7863d0f521,SignalR REST API Owner
ddde6b66-c0df-4114-a159-3618637b3035,SignalR REST API Reader
7e4f1700-ea5a-4f59-8f37-079cfe29dce3,SignalR Service Owner
8cf5e20a-e4b2-4e9d-b3a1-5ceb692c2761,SignalR/Web PubSub Contributor
6670b86e-a3f7-4917-ac9b-5d6ab1be4567,Site Recovery Contributor
494ae006-db33-4328-bf46-533a6560a3ca,Site Recovery Operator
dbaa88c4-0c30-4179-9fb3-46319faa6149,Site Recovery Reader
9b7fa17d-e63e-47b0-bb0a-15c516ac86ec,SQL DB Contributor
4939a1f6-9ae0-4e48-a1e0-f2cbe897382d,SQL Managed Instance Contributor
056cd41c-7e88-42e1-933e-88ba6a50c9c3,SQL Security Manager
6d8ee4ec-f05a-4a1d-8b00-a9b17e38b437,SQL Server Contributor
e79298df-d852-4c6d-84f9-5d13249d1e55,SRE Agent Administrator
a4b156ac-253f-4a1a-9851-96d62b71b047,SRE Agent Reader
2d84a65a-63b2-4343-bbb6-31105d857bc1,SRE Agent Standard User
e5e2a7ff-d759-4cd2-bb51-3152d37e2eb1,Storage Account Backup Contributor
17d1049b-9a84-46fb-8f53-869881c3d3ab,Storage Account Contributor
81a9662b-bebf-436f-a333-f67b29880f12,Storage Account Key Operator Service Role
4bad4d9e-2a13-4888-94bb-c8432f6f3040,Storage Actions Blob Data Operator
bd8acdb0-202c-4493-a7fe-ef98eefbfbc4,Storage Actions Contributor
77789c21-1643-48a2-8f27-47f858540b51,Storage Actions Task Assignment Contributor
ba92f5b4-2d11-453d-a403-e96b0029c9fe,Storage Blob Data Contributor
b7e6dc6d-f1e8-4753-8033-0f276bb0955b,Storage Blob Data Owner
2a2b9908-6ea1-4ae2-8e65-a410df84e7d1,Storage Blob Data Reader
db58b8e5-c6ad-4a2a-8342-4190687cbf4a,Storage Blob Delegator
9d819e60-1b9f-4871-b492-4e6cdee0b50a,Storage Connector Contributor
35c49d44-ccc1-4b18-8267-cfb3bacdd396,Storage DataShare Contributor
69566ab7-960f-475b-8e7c-b3118f30c6bd,Storage File Data Privileged Contributor
b8eda974-7b85-4f76-af95-65846b26df6d,Storage File Data Privileged Reader
bbf004e3-0e4b-4f86-ae4f-1f8fb47b357b,Storage File Data SMB Admin
a235d3ee-5935-4cfb-8cc5-a3303ad5995e,Storage File Data SMB MI Admin
0c867c2a-1d8c-454a-a3db-ab2ea1bdc8bb,Storage File Data SMB Share Contributor
a7264617-510b-434b-a828-9731dc254ea7,Storage File Data SMB Share Elevated Contributor
aba4ae5f-2193-4029-9191-0cb91df5e314,Storage File Data SMB Share Reader
5d9bac3f-34b2-432f-bde5-78aa8e73ce6b,Storage File Data SMB Take Ownership
765a04e0-5de8-4bb2-9bf6-b2a30bc03e91,Storage File Delegator
974c5e8b-45b9-4653-ba55-5f855dd0fb88,Storage Queue Data Contributor
8a0f0c08-91a1-4084-bc3d-661d67233fed,Storage Queue Data Message Processor
c6a89b2d-59bc-44d0-9896-0f6e12d7b80a,Storage Queue Data Message Sender
19e7f393-937e-4f77-808e-94535e297925,Storage Queue Data Reader
7ee386e9-84f0-448e-80a6-f185f6533131,Storage Queue Delegator
0a9a7e1f-b9d0-4cc4-a60d-0319b160aaa3,Storage Table Data Contributor
76199698-9eea-4c19-bc75-cec21354c6b6,Storage Table Data Reader
965033a5-c8eb-4f35-b82f-fef460a3606d,Storage Table Delegator
1ec5b3c1-b17e-4e25-8312-2acb3c3c5abf,Stream Analytics Query Tester
cfd33db0-3dd1-45e3-aa9d-cdbdf3b6f24e,Support Request Contributor
4a9ae827-6dc8-4573-8ac7-8239d42aa03f,Tag Contributor
1c9b6475-caf0-4164-b5a1-2142a7116f4b,Template Spec Contributor
392ae280-861d-42bd-9ea5-08ee6d83b80e,Template Spec Reader
a4b10055-b0c7-44c2-b00f-c7b5b3550cf7,Traffic Manager Contributor
18d7d88d-d35e-4fb5-a5c3-7773c20a72d9,User Access Administrator
1c0163c0-47e6-4577-8991-ea5c82e286e4,Virtual Machine Administrator Login
9980e02c-c2be-4d73-94e8-173b1dc7cf3c,Virtual Machine Contributor
66f75aeb-eabe-4b70-9f1e-c350c4c9ad04,Virtual Machine Data Access Administrator (preview)
602da2ba-a5c2-41da-b01d-5360126ab525,Virtual Machine Local User Login
fb879df8-f326-4884-b1cf-06f3ad86be52,Virtual Machine User Login
dfce8971-25e3-42e3-ba33-6055438e3080,VM Restore Operator
2cc479cb-7b4d-49a8-b449-8c00fd0f0a4b,Web Plan Contributor
12cf5a90-567b-43ae-8102-96cf46c7d9b4,Web PubSub Service Owner
bfb1c7d2-fb1a-466b-b2ba-aee63b92deaf,Web PubSub Service Reader
de139f84-1756-47ae-9be6-808fbbe84772,Website Contributor
1f135831-5bbe-4924-9016-264044c00788,Windows 365 Network Interface Contributor
7eabc9a4-85f7-4f71-b8ab-75daaccc1033,Windows 365 Network User
a6333a3e-0164-44c3-b281-7a577aff287f,Windows Admin Center Administrator Login
e8ddcd69-c73f-4f9f-9844-4100522f16ad,Workbook Contributor
b279062a-9be3-42a0-92ae-8b3cf002ec4d,Workbook Reader
